row_index,id_trap,country,start_date,end_date,weeklyRates,samplingEffort Days,prev1_rates,prev2_rates,p1_missing,p2_missing,any_missing,both_missing,availability,positive,weekly_series_position,gap_from_previous_weekly_record_days,p1_source_matches_saved,p1_has_weekly_source,p1_history_window_before_first_record,p1_has_any_earlier_record,p2_source_matches_saved,p2_has_weekly_source,p2_history_window_before_first_record,p2_has_any_earlier_record
1318,362,Albania,2020-11-30,2020-12-07,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,29,7.0,True,True,False,True,True,True,False,True
1319,362,Albania,2020-12-07,2020-12-14,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,30,7.0,True,True,False,True,True,True,False,True
1320,362,Albania,2020-12-14,2020-12-21,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,31,7.0,True,True,False,True,True,True,False,True
1321,362,Albania,2020-12-21,2020-12-28,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,32,7.0,True,True,False,True,True,True,False,True
1322,363,Albania,2020-05-11,2020-05-18,31.0,7.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1323,363,Albania,2020-05-18,2020-05-25,47.0,7.0,31.0,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1324,363,Albania,2020-05-25,2020-06-01,41.0,7.0,47.0,31.0,False,False,False,False,both_available,True,3,7.0,True,True,False,True,True,True,False,True
1325,363,Albania,2020-06-01,2020-06-08,1.0,7.0,41.0,47.0,False,False,False,False,both_available,True,4,7.0,True,True,False,True,True,True,False,True
1326,363,Albania,2020-06-08,2020-06-15,64.0,7.0,1.0,41.0,False,False,False,False,both_available,True,5,7.0,True,True,False,True,True,True,False,True
1327,363,Albania,2020-06-15,2020-06-22,36.0,7.0,64.0,1.0,False,False,False,False,both_available,True,6,7.0,True,True,False,True,True,True,False,True
1328,363,Albania,2020-06-22,2020-06-29,139.0,7.0,36.0,64.0,False,False,False,False,both_available,True,7,7.0,True,True,False,True,True,True,False,True
1329,363,Albania,2020-06-29,2020-07-06,274.0,7.0,139.0,36.0,False,False,False,False,both_available,True,8,7.0,True,True,False,True,True,True,False,True
1330,363,Albania,2020-07-06,2020-07-13,634.0,7.0,274.0,139.0,False,False,False,False,both_available,True,9,7.0,True,True,False,True,True,True,False,True
1331,363,Albania,2020-07-13,2020-07-20,213.0,7.0,634.0,274.0,False,False,False,False,both_available,True,10,7.0,True,True,False,True,True,True,False,True
1332,363,Albania,2020-07-20,2020-07-27,310.0,7.0,213.0,634.0,False,False,False,False,both_available,True,11,7.0,True,True,False,True,True,True,False,True
1333,363,Albania,2020-07-27,2020-08-03,549.0,7.0,310.0,213.0,False,False,False,False,both_available,True,12,7.0,True,True,False,True,True,True,False,True
1334,363,Albania,2020-08-03,2020-08-10,39.0,7.0,549.0,310.0,False,False,False,False,both_available,True,13,7.0,True,True,False,True,True,True,False,True
1335,363,Albania,2020-08-10,2020-08-17,122.0,7.0,39.0,549.0,False,False,False,False,both_available,True,14,7.0,True,True,False,True,True,True,False,True
1336,363,Albania,2020-08-17,2020-08-24,261.0,7.0,122.0,39.0,False,False,False,False,both_available,True,15,7.0,True,True,False,True,True,True,False,True
1337,363,Albania,2020-08-24,2020-08-31,302.0,7.0,261.0,122.0,False,False,False,False,both_available,True,16,7.0,True,True,False,True,True,True,False,True
1338,363,Albania,2020-08-31,2020-09-08,284.375,7.0,302.0,261.0,False,False,False,False,both_available,True,17,8.0,True,True,False,True,True,True,False,True
1339,363,Albania,2020-09-08,2020-09-14,299.8333333333333,7.0,284.375,302.0,False,False,False,False,both_available,True,18,6.0,True,True,False,True,True,True,False,True
1340,363,Albania,2020-09-14,2020-09-21,117.0,7.0,299.8333333333333,284.375,False,False,False,False,both_available,True,19,7.0,True,True,False,True,True,True,False,True
1341,363,Albania,2020-09-21,2020-09-28,20.0,7.0,117.0,299.8333333333333,False,False,False,False,both_available,True,20,7.0,True,True,False,True,True,True,False,True
1342,363,Albania,2020-09-28,2020-10-05,51.0,7.0,20.0,117.0,False,False,False,False,both_available,True,21,7.0,True,True,False,True,True,True,False,True
1343,363,Albania,2020-10-05,2020-10-12,32.0,7.0,51.0,20.0,False,False,False,False,both_available,True,22,7.0,True,True,False,True,True,True,False,True
1344,363,Albania,2020-10-12,2020-10-19,5.0,7.0,32.0,51.0,False,False,False,False,both_available,True,23,7.0,True,True,False,True,True,True,False,True
1345,363,Albania,2020-10-19,2020-10-26,2.0,7.0,5.0,32.0,False,False,False,False,both_available,True,24,7.0,True,True,False,True,True,True,False,True
1346,363,Albania,2020-10-26,2020-11-02,0.0,7.0,2.0,5.0,False,False,False,False,both_available,False,25,7.0,True,True,False,True,True,True,False,True
1347,363,Albania,2020-11-02,2020-11-09,0.0,7.0,0.0,2.0,False,False,False,False,both_available,False,26,7.0,True,True,False,True,True,True,False,True
1348,363,Albania,2020-11-09,2020-11-16,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,27,7.0,True,True,False,True,True,True,False,True
1349,363,Albania,2020-11-16,2020-11-23,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,28,7.0,True,True,False,True,True,True,False,True
1350,363,Albania,2020-11-23,2020-11-30,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,29,7.0,True,True,False,True,True,True,False,True
1351,363,Albania,2020-11-30,2020-12-07,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,30,7.0,True,True,False,True,True,True,False,True
1352,363,Albania,2020-12-07,2020-12-14,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,31,7.0,True,True,False,True,True,True,False,True
1353,363,Albania,2020-12-14,2020-12-21,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,32,7.0,True,True,False,True,True,True,False,True
1354,363,Albania,2020-12-21,2020-12-28,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,33,7.0,True,True,False,True,True,True,False,True
1355,365,Albania,2020-05-11,2020-05-18,0.0,7.0,,,True,True,True,True,both_missing,False,1,,True,False,True,False,True,False,True,False
1356,365,Albania,2020-05-18,2020-05-25,13.0,7.0,0.0,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1357,365,Albania,2020-05-25,2020-06-01,34.0,7.0,13.0,0.0,False,False,False,False,both_available,True,3,7.0,True,True,False,True,True,True,False,True
1358,365,Albania,2020-06-01,2020-06-08,0.0,7.0,34.0,13.0,False,False,False,False,both_available,False,4,7.0,True,True,False,True,True,True,False,True
1359,365,Albania,2020-06-08,2020-06-15,51.0,7.0,0.0,34.0,False,False,False,False,both_available,True,5,7.0,True,True,False,True,True,True,False,True
1360,365,Albania,2020-06-15,2020-06-22,47.0,7.0,51.0,0.0,False,False,False,False,both_available,True,6,7.0,True,True,False,True,True,True,False,True
1361,365,Albania,2020-06-22,2020-06-29,65.0,7.0,47.0,51.0,False,False,False,False,both_available,True,7,7.0,True,True,False,True,True,True,False,True
1362,365,Albania,2020-06-29,2020-07-06,397.0,7.0,65.0,47.0,False,False,False,False,both_available,True,8,7.0,True,True,False,True,True,True,False,True
1363,365,Albania,2020-07-06,2020-07-13,97.0,7.0,397.0,65.0,False,False,False,False,both_available,True,9,7.0,True,True,False,True,True,True,False,True
1364,365,Albania,2020-07-13,2020-07-20,607.0,7.0,97.0,397.0,False,False,False,False,both_available,True,10,7.0,True,True,False,True,True,True,False,True
1365,365,Albania,2020-07-20,2020-07-27,319.0,7.0,607.0,97.0,False,False,False,False,both_available,True,11,7.0,True,True,False,True,True,True,False,True
1366,365,Albania,2020-07-27,2020-08-03,369.0,7.0,319.0,607.0,False,False,False,False,both_available,True,12,7.0,True,True,False,True,True,True,False,True
1367,365,Albania,2020-08-03,2020-08-10,281.0,7.0,369.0,319.0,False,False,False,False,both_available,True,13,7.0,True,True,False,True,True,True,False,True
1368,365,Albania,2020-08-10,2020-08-17,127.0,7.0,281.0,369.0,False,False,False,False,both_available,True,14,7.0,True,True,False,True,True,True,False,True
1369,365,Albania,2020-08-17,2020-08-24,189.0,7.0,127.0,281.0,False,False,False,False,both_available,True,15,7.0,True,True,False,True,True,True,False,True
1370,365,Albania,2020-08-24,2020-08-31,213.0,7.0,189.0,127.0,False,False,False,False,both_available,True,16,7.0,True,True,False,True,True,True,False,True
1371,365,Albania,2020-08-31,2020-09-08,128.625,7.0,213.0,189.0,False,False,False,False,both_available,True,17,8.0,True,True,False,True,True,True,False,True
1372,365,Albania,2020-09-08,2020-09-14,120.16666666666667,7.0,128.625,213.0,False,False,False,False,both_available,True,18,6.0,True,True,False,True,True,True,False,True
1373,365,Albania,2020-09-14,2020-09-21,227.0,7.0,120.16666666666667,128.625,False,False,False,False,both_available,True,19,7.0,True,True,False,True,True,True,False,True
1374,365,Albania,2020-09-21,2020-09-28,10.0,7.0,227.0,120.16666666666667,False,False,False,False,both_available,True,20,7.0,True,True,False,True,True,True,False,True
1375,365,Albania,2020-09-28,2020-10-05,21.0,7.0,10.0,227.0,False,False,False,False,both_available,True,21,7.0,True,True,False,True,True,True,False,True
1376,365,Albania,2020-10-05,2020-10-12,102.0,7.0,21.0,10.0,False,False,False,False,both_available,True,22,7.0,True,True,False,True,True,True,False,True
1377,365,Albania,2020-10-12,2020-10-19,0.0,7.0,102.0,21.0,False,False,False,False,both_available,False,23,7.0,True,True,False,True,True,True,False,True
1378,365,Albania,2020-10-19,2020-10-26,0.0,7.0,0.0,102.0,False,False,False,False,both_available,False,24,7.0,True,True,False,True,True,True,False,True
1379,365,Albania,2020-10-26,2020-11-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,25,7.0,True,True,False,True,True,True,False,True
1380,365,Albania,2020-11-02,2020-11-09,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,26,7.0,True,True,False,True,True,True,False,True
1381,365,Albania,2020-11-09,2020-11-16,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,27,7.0,True,True,False,True,True,True,False,True
1382,365,Albania,2020-11-16,2020-11-23,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,28,7.0,True,True,False,True,True,True,False,True
1383,365,Albania,2020-11-23,2020-11-30,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,29,7.0,True,True,False,True,True,True,False,True
1384,365,Albania,2020-11-30,2020-12-07,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,30,7.0,True,True,False,True,True,True,False,True
1385,365,Albania,2020-12-07,2020-12-14,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,31,7.0,True,True,False,True,True,True,False,True
1386,365,Albania,2020-12-14,2020-12-21,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,32,7.0,True,True,False,True,True,True,False,True
1387,365,Albania,2020-12-21,2020-12-28,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,33,7.0,True,True,False,True,True,True,False,True
1388,372,Spain,2020-07-23,2020-07-29,65.33333333333333,6.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1389,372,Spain,2020-07-29,2020-08-05,206.0,7.0,65.33333333333333,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1390,372,Spain,2020-08-05,2020-08-12,0.0,7.0,206.0,65.33333333333333,False,False,False,False,both_available,False,3,7.0,True,True,False,True,True,True,False,True
1391,372,Spain,2020-08-12,2020-08-19,24.0,7.0,0.0,206.0,False,False,False,False,both_available,True,4,7.0,True,True,False,True,True,True,False,True
1392,372,Spain,2020-08-19,2020-08-26,29.0,7.0,24.0,0.0,False,False,False,False,both_available,True,5,7.0,True,True,False,True,True,True,False,True
1393,372,Spain,2020-08-26,2020-09-02,2.0,7.0,29.0,24.0,False,False,False,False,both_available,True,6,7.0,True,True,False,True,True,True,False,True
1394,372,Spain,2020-09-02,2020-09-09,12.0,7.0,2.0,29.0,False,False,False,False,both_available,True,7,7.0,True,True,False,True,True,True,False,True
1395,372,Spain,2020-09-09,2020-09-16,8.0,7.0,12.0,2.0,False,False,False,False,both_available,True,8,7.0,True,True,False,True,True,True,False,True
1396,372,Spain,2020-09-16,2020-09-23,0.0,7.0,8.0,12.0,False,False,False,False,both_available,False,9,7.0,True,True,False,True,True,True,False,True
1397,372,Spain,2020-09-23,2020-09-30,0.0,7.0,0.0,8.0,False,False,False,False,both_available,False,10,7.0,True,True,False,True,True,True,False,True
1398,372,Spain,2020-09-30,2020-10-07,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,11,7.0,True,True,False,True,True,True,False,True
1399,372,Spain,2020-10-07,2020-10-14,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,12,7.0,True,True,False,True,True,True,False,True
1400,372,Spain,2020-10-14,2020-10-21,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,13,7.0,True,True,False,True,True,True,False,True
1401,372,Spain,2020-10-21,2020-10-28,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,14,7.0,True,True,False,True,True,True,False,True
1402,372,Spain,2020-10-28,2020-11-04,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,15,7.0,True,True,False,True,True,True,False,True
1403,372,Spain,2020-11-04,2020-11-11,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,16,7.0,True,True,False,True,True,True,False,True
1404,372,Spain,2020-11-11,2020-11-18,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,17,7.0,True,True,False,True,True,True,False,True
1405,372,Spain,2020-11-18,2020-11-25,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,18,7.0,True,True,False,True,True,True,False,True
1406,372,Spain,2020-11-25,2020-12-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,19,7.0,True,True,False,True,True,True,False,True
1407,373,Spain,2020-07-23,2020-07-29,16.333333333333332,6.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1408,373,Spain,2020-07-29,2020-08-05,18.0,7.0,16.333333333333332,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1409,373,Spain,2020-08-05,2020-08-12,0.0,7.0,18.0,16.333333333333332,False,False,False,False,both_available,False,3,7.0,True,True,False,True,True,True,False,True
1410,373,Spain,2020-08-12,2020-08-19,9.0,7.0,0.0,18.0,False,False,False,False,both_available,True,4,7.0,True,True,False,True,True,True,False,True
1411,373,Spain,2020-08-19,2020-08-26,48.0,7.0,9.0,0.0,False,False,False,False,both_available,True,5,7.0,True,True,False,True,True,True,False,True
1412,373,Spain,2020-08-26,2020-09-02,4.0,7.0,48.0,9.0,False,False,False,False,both_available,True,6,7.0,True,True,False,True,True,True,False,True
1413,373,Spain,2020-09-02,2020-09-09,0.0,7.0,4.0,48.0,False,False,False,False,both_available,False,7,7.0,True,True,False,True,True,True,False,True
1414,373,Spain,2020-09-09,2020-09-16,2.0,7.0,0.0,4.0,False,False,False,False,both_available,True,8,7.0,True,True,False,True,True,True,False,True
1415,373,Spain,2020-09-16,2020-09-23,1.0,7.0,2.0,0.0,False,False,False,False,both_available,True,9,7.0,True,True,False,True,True,True,False,True
1416,373,Spain,2020-09-23,2020-09-30,8.0,7.0,1.0,2.0,False,False,False,False,both_available,True,10,7.0,True,True,False,True,True,True,False,True
1417,373,Spain,2020-09-30,2020-10-07,0.0,7.0,8.0,1.0,False,False,False,False,both_available,False,11,7.0,True,True,False,True,True,True,False,True
1418,373,Spain,2020-10-07,2020-10-14,1.0,7.0,0.0,8.0,False,False,False,False,both_available,True,12,7.0,True,True,False,True,True,True,False,True
1419,373,Spain,2020-10-14,2020-10-21,18.0,7.0,1.0,0.0,False,False,False,False,both_available,True,13,7.0,True,True,False,True,True,True,False,True
1420,373,Spain,2020-10-21,2020-10-28,0.0,7.0,18.0,1.0,False,False,False,False,both_available,False,14,7.0,True,True,False,True,True,True,False,True
1421,373,Spain,2020-10-28,2020-11-04,0.0,7.0,0.0,18.0,False,False,False,False,both_available,False,15,7.0,True,True,False,True,True,True,False,True
1422,373,Spain,2020-11-04,2020-11-11,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,16,7.0,True,True,False,True,True,True,False,True
1423,373,Spain,2020-11-11,2020-11-18,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,17,7.0,True,True,False,True,True,True,False,True
1424,373,Spain,2020-11-18,2020-11-25,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,18,7.0,True,True,False,True,True,True,False,True
1425,373,Spain,2020-11-25,2020-12-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,19,7.0,True,True,False,True,True,True,False,True
1426,374,Spain,2020-07-23,2020-07-29,4.666666666666667,6.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1427,374,Spain,2020-07-29,2020-08-05,8.0,7.0,4.666666666666667,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1428,374,Spain,2020-08-05,2020-08-12,163.0,7.0,8.0,4.666666666666667,False,False,False,False,both_available,True,3,7.0,True,True,False,True,True,True,False,True
1429,374,Spain,2020-08-12,2020-08-19,7.0,7.0,163.0,8.0,False,False,False,False,both_available,True,4,7.0,True,True,False,True,True,True,False,True
1430,374,Spain,2020-08-19,2020-08-26,11.0,7.0,7.0,163.0,False,False,False,False,both_available,True,5,7.0,True,True,False,True,True,True,False,True
1431,374,Spain,2020-08-26,2020-09-02,0.0,7.0,11.0,7.0,False,False,False,False,both_available,False,6,7.0,True,True,False,True,True,True,False,True
1432,374,Spain,2020-09-02,2020-09-09,22.0,7.0,0.0,11.0,False,False,False,False,both_available,True,7,7.0,True,True,False,True,True,True,False,True
1433,374,Spain,2020-09-09,2020-09-16,19.0,7.0,22.0,0.0,False,False,False,False,both_available,True,8,7.0,True,True,False,True,True,True,False,True
1434,374,Spain,2020-09-16,2020-09-23,12.0,7.0,19.0,22.0,False,False,False,False,both_available,True,9,7.0,True,True,False,True,True,True,False,True
1435,374,Spain,2020-09-23,2020-09-30,9.0,7.0,12.0,19.0,False,False,False,False,both_available,True,10,7.0,True,True,False,True,True,True,False,True
1436,374,Spain,2020-09-30,2020-10-07,5.0,7.0,9.0,12.0,False,False,False,False,both_available,True,11,7.0,True,True,False,True,True,True,False,True
1437,374,Spain,2020-10-07,2020-10-14,2.0,7.0,5.0,9.0,False,False,False,False,both_available,True,12,7.0,True,True,False,True,True,True,False,True
1438,374,Spain,2020-10-14,2020-10-21,7.0,7.0,2.0,5.0,False,False,False,False,both_available,True,13,7.0,True,True,False,True,True,True,False,True
1439,374,Spain,2020-10-21,2020-10-28,2.0,7.0,7.0,2.0,False,False,False,False,both_available,True,14,7.0,True,True,False,True,True,True,False,True
1440,374,Spain,2020-10-28,2020-11-04,0.0,7.0,2.0,7.0,False,False,False,False,both_available,False,15,7.0,True,True,False,True,True,True,False,True
1441,374,Spain,2020-11-04,2020-11-11,0.0,7.0,0.0,2.0,False,False,False,False,both_available,False,16,7.0,True,True,False,True,True,True,False,True
1442,374,Spain,2020-11-11,2020-11-18,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,17,7.0,True,True,False,True,True,True,False,True
1443,374,Spain,2020-11-18,2020-11-25,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,18,7.0,True,True,False,True,True,True,False,True
1444,374,Spain,2020-11-25,2020-12-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,19,7.0,True,True,False,True,True,True,False,True
1445,375,Spain,2020-07-23,2020-07-29,11.666666666666666,6.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1446,375,Spain,2020-07-29,2020-08-05,17.0,7.0,11.666666666666666,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1447,375,Spain,2020-08-05,2020-08-12,10.0,7.0,17.0,11.666666666666666,False,False,False,False,both_available,True,3,7.0,True,True,False,True,True,True,False,True
1448,375,Spain,2020-08-12,2020-08-19,6.0,7.0,10.0,17.0,False,False,False,False,both_available,True,4,7.0,True,True,False,True,True,True,False,True
1449,375,Spain,2020-08-19,2020-08-26,0.0,7.0,6.0,10.0,False,False,False,False,both_available,False,5,7.0,True,True,False,True,True,True,False,True
1450,375,Spain,2020-08-26,2020-09-02,1.0,7.0,0.0,6.0,False,False,False,False,both_available,True,6,7.0,True,True,False,True,True,True,False,True
1451,375,Spain,2020-09-02,2020-09-09,1.0,7.0,1.0,0.0,False,False,False,False,both_available,True,7,7.0,True,True,False,True,True,True,False,True
1452,375,Spain,2020-09-09,2020-09-16,0.0,7.0,1.0,1.0,False,False,False,False,both_available,False,8,7.0,True,True,False,True,True,True,False,True
1453,375,Spain,2020-09-16,2020-09-23,0.0,7.0,0.0,1.0,False,False,False,False,both_available,False,9,7.0,True,True,False,True,True,True,False,True
1454,375,Spain,2020-09-23,2020-09-30,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,10,7.0,True,True,False,True,True,True,False,True
1455,375,Spain,2020-09-30,2020-10-07,13.0,7.0,0.0,0.0,False,False,False,False,both_available,True,11,7.0,True,True,False,True,True,True,False,True
1456,375,Spain,2020-10-07,2020-10-14,3.0,7.0,13.0,0.0,False,False,False,False,both_available,True,12,7.0,True,True,False,True,True,True,False,True
1457,375,Spain,2020-10-14,2020-10-21,0.0,7.0,3.0,13.0,False,False,False,False,both_available,False,13,7.0,True,True,False,True,True,True,False,True
1458,375,Spain,2020-10-21,2020-10-28,0.0,7.0,0.0,3.0,False,False,False,False,both_available,False,14,7.0,True,True,False,True,True,True,False,True
1459,375,Spain,2020-10-28,2020-11-04,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,15,7.0,True,True,False,True,True,True,False,True
1460,375,Spain,2020-11-04,2020-11-11,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,16,7.0,True,True,False,True,True,True,False,True
1461,375,Spain,2020-11-11,2020-11-18,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,17,7.0,True,True,False,True,True,True,False,True
1462,375,Spain,2020-11-18,2020-11-25,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,18,7.0,True,True,False,True,True,True,False,True
1463,375,Spain,2020-11-25,2020-12-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,19,7.0,True,True,False,True,True,True,False,True
1464,376,Spain,2020-07-23,2020-07-29,116.66666666666667,6.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1465,376,Spain,2020-07-29,2020-08-05,108.0,7.0,116.66666666666667,,False,True,True,False,p2_only_missing,True,2,7.0,True,True,False,True,True,False,True,True
1466,376,Spain,2020-08-05,2020-08-12,86.0,7.0,108.0,116.66666666666667,False,False,False,False,both_available,True,3,7.0,True,True,False,True,True,True,False,True
1467,376,Spain,2020-08-12,2020-08-19,72.0,7.0,86.0,108.0,False,False,False,False,both_available,True,4,7.0,True,True,False,True,True,True,False,True
1468,376,Spain,2020-08-19,2020-08-26,47.0,7.0,72.0,86.0,False,False,False,False,both_available,True,5,7.0,True,True,False,True,True,True,False,True
1469,376,Spain,2020-08-26,2020-09-02,37.0,7.0,47.0,72.0,False,False,False,False,both_available,True,6,7.0,True,True,False,True,True,True,False,True
1470,376,Spain,2020-09-02,2020-09-09,22.0,7.0,37.0,47.0,False,False,False,False,both_available,True,7,7.0,True,True,False,True,True,True,False,True
1471,376,Spain,2020-09-09,2020-09-16,15.0,7.0,22.0,37.0,False,False,False,False,both_available,True,8,7.0,True,True,False,True,True,True,False,True
1472,376,Spain,2020-09-16,2020-09-23,5.0,7.0,15.0,22.0,False,False,False,False,both_available,True,9,7.0,True,True,False,True,True,True,False,True
1473,376,Spain,2020-09-23,2020-09-30,3.0,7.0,5.0,15.0,False,False,False,False,both_available,True,10,7.0,True,True,False,True,True,True,False,True
1474,376,Spain,2020-09-30,2020-10-07,6.0,7.0,3.0,5.0,False,False,False,False,both_available,True,11,7.0,True,True,False,True,True,True,False,True
1475,376,Spain,2020-10-07,2020-10-14,17.0,7.0,6.0,3.0,False,False,False,False,both_available,True,12,7.0,True,True,False,True,True,True,False,True
1476,376,Spain,2020-10-14,2020-10-21,56.0,7.0,17.0,6.0,False,False,False,False,both_available,True,13,7.0,True,True,False,True,True,True,False,True
1477,376,Spain,2020-10-21,2020-10-28,0.0,7.0,56.0,17.0,False,False,False,False,both_available,False,14,7.0,True,True,False,True,True,True,False,True
1478,376,Spain,2020-10-28,2020-11-04,0.0,7.0,0.0,56.0,False,False,False,False,both_available,False,15,7.0,True,True,False,True,True,True,False,True
1479,376,Spain,2020-11-04,2020-11-11,7.0,7.0,0.0,0.0,False,False,False,False,both_available,True,16,7.0,True,True,False,True,True,True,False,True
1480,376,Spain,2020-11-11,2020-11-18,0.0,7.0,7.0,0.0,False,False,False,False,both_available,False,17,7.0,True,True,False,True,True,True,False,True
1481,376,Spain,2020-11-18,2020-11-25,0.0,7.0,0.0,7.0,False,False,False,False,both_available,False,18,7.0,True,True,False,True,True,True,False,True
1482,376,Spain,2020-11-25,2020-12-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,19,7.0,True,True,False,True,True,True,False,True
1483,377,Spain,2020-07-22,2020-07-29,0.0,7.0,,,True,True,True,True,both_missing,False,1,,True,False,True,False,True,False,True,False
1484,377,Spain,2020-07-29,2020-08-05,0.0,7.0,0.0,,False,True,True,False,p2_only_missing,False,2,7.0,True,True,False,True,True,False,True,True
1485,377,Spain,2020-08-05,2020-08-12,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,3,7.0,True,True,False,True,True,True,False,True
1486,377,Spain,2020-08-12,2020-08-19,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,4,7.0,True,True,False,True,True,True,False,True
1487,377,Spain,2020-08-19,2020-08-26,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,5,7.0,True,True,False,True,True,True,False,True
1488,377,Spain,2020-08-26,2020-09-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,6,7.0,True,True,False,True,True,True,False,True
1489,377,Spain,2020-09-02,2020-09-09,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,7,7.0,True,True,False,True,True,True,False,True
1490,377,Spain,2020-09-09,2020-09-16,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,8,7.0,True,True,False,True,True,True,False,True
1491,377,Spain,2020-09-16,2020-09-23,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,9,7.0,True,True,False,True,True,True,False,True
1492,377,Spain,2020-10-07,2020-10-14,0.0,7.0,,,True,True,True,True,both_missing,False,10,21.0,True,False,False,True,True,False,False,True
1493,377,Spain,2020-10-28,2020-11-04,0.0,7.0,,,True,True,True,True,both_missing,False,11,21.0,True,False,False,True,True,False,False,True
1494,377,Spain,2020-11-04,2020-11-11,0.0,7.0,0.0,,False,True,True,False,p2_only_missing,False,12,7.0,True,True,False,True,True,False,False,True
1495,377,Spain,2020-11-11,2020-11-18,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,13,7.0,True,True,False,True,True,True,False,True
1496,377,Spain,2020-11-18,2020-11-25,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,14,7.0,True,True,False,True,True,True,False,True
1497,377,Spain,2020-11-25,2020-12-02,0.0,7.0,0.0,0.0,False,False,False,False,both_available,False,15,7.0,True,True,False,True,True,True,False,True
1498,378,Spain,2020-07-22,2020-07-29,9.0,7.0,,,True,True,True,True,both_missing,True,1,,True,False,True,False,True,False,True,False
1499,378,Spain,2020-07-29,2020-08-05,0.0,7.0,9.0,,False,True,True,False,p2_only_missing,False,2,7.0,True,True,False,True,True,False,True,True
1500,378,Spain,2020-08-05,2020-08-12,0.0,7.0,0.0,9.0,False,False,False,False,both_available,False,3,7.0,True,True,False,True,True,True,False,True
