config_id,dropout,epochs,fold,hidden_dim,input_family,input_variables,kind,lag_order,loss,n_train,num_layers,parameters,seconds,seed,test_FNR,test_FPR,test_TNR,test_TPR,test_absence_baseline,test_accuracy,test_binary_accuracy,test_intercept,test_log_intercept,test_log_mse,test_log_r2,test_log_slope,test_loss,test_n,test_nonzero_count,test_nonzero_intercept,test_nonzero_r2,test_nonzero_slope,test_pearson_r2,test_positive_fraction,test_r2,test_rmse,test_sensitivity,test_slope,test_specificity,train_FNR,train_FPR,train_TNR,train_TPR,train_absence_baseline,train_accuracy,train_binary_accuracy,train_intercept,train_log_intercept,train_log_mse,train_log_r2,train_log_slope,train_loss,train_n,train_nonzero_count,train_nonzero_intercept,train_nonzero_r2,train_nonzero_slope,train_pearson_r2,train_positive_fraction,train_r2,train_rmse,train_sensitivity,train_slope,train_specificity,weekly,window
9d08e732d5b4,0.2,3000,4,64,t2m_mean+tp_sum,t2m_mean_znorm(mean); tp_sum_znorm(mean),grid,0,WMSLE,4103,2,1921,421.2828011399979,1,0.024390243902439025,0.1120584652862363,0.8879415347137637,0.975609756097561,0.8001949317738791,0.905458089668616,0.905458089668616,3.2139101899890363,0.2912431067142186,0.7176964889281726,0.6044138135185726,0.7344290023775921,0.6860727667808533,1026,205,15.462326123612257,0.11725002652488736,0.1304241316251754,0.46745231202821264,0.19980506822612085,0.28778913217484914,38.34175728828135,0.975609756097561,0.18759469842543455,0.8879415347137637,0.02063106796116505,0.0811222933821287,0.9188777066178713,0.9793689320388349,0.7991713380453327,0.9310260784791616,0.9310260784791616,2.730503463619663,0.21876684926352052,0.4957998075664308,0.7241617267072715,0.7940373090582651,0.4218249022960663,4103,824,13.649509582228095,0.18164678698801984,0.18040431888577496,0.556885440112567,0.2008286619546673,0.3716037012200799,30.154238561412324,0.9793689320388349,0.2470845298198627,0.9188777066178713,True,90.0
9d08e732d5b4,0.2,3000,5,64,t2m_mean+tp_sum,t2m_mean_znorm(mean); tp_sum_znorm(mean),grid,0,WMSLE,4103,2,1921,420.0375409850021,1,0.05314009661835749,0.06715506715506715,0.9328449328449329,0.9468599033816425,0.7982456140350878,0.935672514619883,0.935672514619883,2.607066983143458,0.19110737751026385,0.53866193100584,0.7054229001309654,0.7454728645794045,0.5827668309211731,1026,207,13.637999137357605,0.10672147269419252,0.13779484601362776,0.48996393772359703,0.20175438596491227,0.2972382444797331,35.43760794177833,0.9468599033816425,0.1957803367929901,0.9328449328449329,0.0340632603406326,0.08716854617494667,0.9128314538250534,0.9659367396593674,0.7996587862539605,0.9234706312454302,0.9234706312454302,2.606976268777753,0.22537905623233234,0.5226667547362658,0.7086292659946486,0.7680092773658116,0.4581739902496338,4103,822,12.70384753326493,0.1450522917221594,0.16171196437289864,0.5411143615198252,0.20034121374603947,0.336946748120854,31.70832181425663,0.9659367396593674,0.22098832254347173,0.9128314538250534,True,90.0
a5ad1da76722,0.4,3000,1,32,t2m_mean+tp_sum,t2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,2,6017,446.60016704100417,1,0.05314009661835749,0.09157509157509157,0.9084249084249084,0.9468599033816425,0.7982456140350878,0.9161793372319688,0.9161793372319688,2.068673517481761,0.20326468787865787,0.5698463277058475,0.6874445943075773,0.7770221803835594,0.5418640375137329,1026,207,9.057862459657066,0.38947715601764,0.398093683271311,0.5709023442439733,0.20175438596491227,0.5362074346331261,24.10911658038208,0.9468599033816425,0.44721653075486095,0.9084249084249084,0.023114355231143552,0.06949100883876867,0.9305089911612313,0.9768856447688564,0.7996587862539605,0.9398001462344626,0.9398001462344626,1.9420796408235343,0.1485612350595571,0.34436413814112676,0.8081743031451027,0.829738949150617,0.3165907561779022,4103,822,9.703494306839438,0.4577135063361305,0.3943199833541853,0.6468751779174384,0.20034121374603947,0.5715554106015048,26.587057981635205,0.9768856447688564,0.4368624353461268,0.9305089911612313,False,90.0
a5ad1da76722,0.4,3000,2,32,t2m_mean+tp_sum,t2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,2,6017,524.7625592959957,1,0.06796116504854369,0.07195121951219512,0.9280487804878049,0.9320388349514563,0.7992202729044834,0.928849902534113,0.928849902534113,2.5334312052115413,0.17493022888214899,0.5208727591610642,0.709174877947168,0.8081665870826701,0.5036319494247437,1026,206,12.021115457536077,0.41268155963316433,0.3730984771841026,0.5754321288666306,0.20077972709551656,0.5312683339631545,27.55967993184496,0.9320388349514563,0.425933297846298,0.9280487804878049,0.027946537059538274,0.0722560975609756,0.9277439024390244,0.9720534629404617,0.7994150621496466,0.9366317328783816,0.9366317328783816,2.1830006778517506,0.16245326099148782,0.3648163960187202,0.7976885019690522,0.8517211848269647,0.3117462396621704,4103,823,11.028778533223406,0.4873033131982958,0.4247974255514468,0.6520356449998256,0.2005849378503534,0.5993855648598018,24.98351727871524,0.9720534629404617,0.47586887840803743,0.9277439024390244,False,90.0
a5ad1da76722,0.4,3000,3,32,t2m_mean+tp_sum,t2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4104,2,6017,445.167230305,1,0.10294117647058823,0.06577344701583435,0.9342265529841657,0.8970588235294118,0.8009756097560976,0.926829268292683,0.926829268292683,2.6790961794947368,0.1726766077892124,0.5891652800249569,0.6626882530920057,0.7936898188390825,0.604180634021759,1025,204,13.483947085516611,0.31306065489502266,0.34727384453265114,0.48816582288722365,0.19902439024390245,0.4753465796655949,24.30647061628546,0.8970588235294118,0.424847525145722,0.9342265529841657,0.03636363636363636,0.06160414760597743,0.9383958523940226,0.9636363636363636,0.7989766081871345,0.9434697855750487,0.9434697855750487,2.3789600785190226,0.1483361596856957,0.3486600538174034,0.8078246210774748,0.8821542873090102,0.29985418915748596,4104,825,11.90293287101677,0.5366987293477475,0.47529833334259225,0.6581632248249942,0.2010233918128655,0.6292990424571829,24.964927073309376,0.9636363636363636,0.5275556348766379,0.9383958523940226,False,90.0
a5ad1da76722,0.4,3000,4,32,t2m_mean+tp_sum,t2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,2,6017,458.1580363760004,1,0.06341463414634146,0.09500609013398295,0.904993909866017,0.9365853658536586,0.8001949317738791,0.9113060428849903,0.9113060428849903,2.367671733199866,0.21977119763094305,0.624494574528222,0.6557856544834165,0.7626155936404069,0.6344272494316101,1026,205,10.65581348495214,0.39374300796148365,0.3957109079456653,0.5275569618790833,0.19980506822612085,0.5056639416060645,31.943232364360863,0.9365853658536586,0.4343965440504812,0.904993909866017,0.024271844660194174,0.06282403171698689,0.9371759682830131,0.9757281553398058,0.7991713380453327,0.9449183524250548,0.9449183524250548,2.012289880856761,0.1426203519775977,0.33640157690941674,0.8128429485216944,0.8483564012104136,0.2952800393104553,4103,824,10.108063565931626,0.4678937196625512,0.41564213356665825,0.639693986955279,0.2008286619546673,0.5858053715199165,24.481261244979752,0.9757281553398058,0.46508142237476946,0.9371759682830131,False,90.0
a5ad1da76722,0.4,3000,5,32,t2m_mean+tp_sum,t2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,2,6017,459.05785022000055,1,0.07729468599033816,0.06837606837606838,0.9316239316239316,0.9227053140096618,0.7982456140350878,0.9298245614035088,0.9298245614035088,2.3590536175763255,0.15992694085913767,0.5142074416213945,0.7187962835965401,0.7881202903325072,0.5818631649017334,1026,207,12.288740275569879,0.4028123609421542,0.3812495540136233,0.5648808357010744,0.20175438596491227,0.5283688299876413,29.030972840169568,0.9227053140096618,0.43344620848484783,0.9316239316239316,0.025547445255474453,0.07497714111551357,0.9250228588844864,0.9744525547445255,0.7996587862539605,0.9349256641481842,0.9349256641481842,2.0453081117973184,0.16507780915592823,0.36277438033190745,0.7977643756412615,0.8390862949595818,0.3164524435997009,4103,822,10.08766172231411,0.4649116541606473,0.4190483829787004,0.6289988413885258,0.20034121374603947,0.5810221037465946,25.205458884082272,0.9744525547445255,0.4662631508670606,0.9250228588844864,False,90.0
a634c1014744,0.0,3000,1,32,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,3,9441,502.967113091996,1,0.057971014492753624,0.08180708180708181,0.9181929181929182,0.9420289855072463,0.7982456140350878,0.9230019493177388,0.9230019493177388,2.532450005617032,0.22882540876676755,0.6732610426987835,0.6307225858859169,0.8242919395632722,0.6311289072036743,1026,207,10.000125702816163,0.3564783285477814,0.6207469728451044,0.5219858619627016,0.20175438596491227,0.47792002868554706,25.579256801180854,0.9420289855072463,0.6732328188231002,0.9181929181929182,0.031630170316301706,0.05333739713501981,0.9466626028649802,0.9683698296836983,0.7996587862539605,0.9510114550329027,0.9510114550329027,1.3216462970431895,0.11656415284063115,0.20351782422749756,0.8866317826659612,0.94044321930715,0.15280799567699432,4103,822,6.65110636016437,0.7980010717199063,0.7448341473903523,0.8473070853417516,0.20034121374603947,0.8405506557232818,16.21938265935531,0.9683698296836983,0.7740463862198341,0.9466626028649802,False,90.0
a634c1014744,0.0,3000,2,32,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,3,9441,500.797030720998,1,0.13106796116504854,0.06463414634146342,0.9353658536585366,0.8689320388349514,0.7992202729044834,0.9220272904483431,0.9220272904483431,2.552213149379363,0.16795280371364935,0.6172445353429281,0.6553664706584463,0.7881810530101533,0.6658209562301636,1026,206,12.258287069589489,0.34931196026832945,0.47689193298287563,0.49032243993119484,0.20077972709551656,0.484687931521552,28.89662881227569,0.8689320388349514,0.5309429175297817,0.9353658536585366,0.04860267314702309,0.04298780487804878,0.9570121951219512,0.951397326852977,0.7994150621496466,0.9558859371191811,0.9558859371191811,1.198860408852842,0.09378725916669783,0.18453980292168715,0.8976621544896063,0.9112132607525707,0.15089315176010132,4103,823,6.139064667607389,0.7634066398311099,0.660048078310469,0.8478315096403216,0.2005849378503534,0.815914559840764,16.935577211847395,0.951397326852977,0.6885705455290783,0.9570121951219512,False,90.0
a634c1014744,0.0,3000,3,32,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4104,3,9441,502.004983396997,1,0.12745098039215685,0.06333739342265529,0.9366626065773447,0.8725490196078431,0.8009756097560976,0.9239024390243903,0.9239024390243903,2.9294097823812053,0.17590878967833784,0.6931359737606068,0.6031624501972348,0.7421550502192455,0.7384371757507324,1025,204,13.980640144558325,0.1563147163065045,0.3376997951572994,0.35692399321705026,0.19902439024390245,0.3429022228499917,27.201988153782533,0.8725490196078431,0.4170423628570727,0.9366626065773447,0.04363636363636364,0.051540103690149434,0.9484598963098506,0.9563636363636364,0.7989766081871345,0.9500487329434698,0.9500487329434698,1.209829063800541,0.10018297526706388,0.18360255351813212,0.898801454576816,0.9041454830560265,0.14106369018554688,4104,825,6.052830444036886,0.7680977049555731,0.6291843257320583,0.8757602686336854,0.2010233918128655,0.8177554106701447,17.504341175142347,0.9563636363636364,0.6557574994454681,0.9484598963098506,False,90.0
a634c1014744,0.0,3000,4,32,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,3,9441,520.9401534660064,1,0.1024390243902439,0.08891595615103533,0.9110840438489647,0.8975609756097561,0.8001949317738791,0.9083820662768031,0.9083820662768031,2.8690518392497735,0.2308040019015618,0.7077840694801872,0.6098774269940809,0.7635430086511251,0.7268195152282715,1026,205,12.948123495787687,0.37819110789088695,0.38207871102698493,0.5052004617825169,0.19980506822612085,0.48966007754978813,32.45618626639101,0.8975609756097561,0.42912367117100625,0.9110840438489647,0.04611650485436893,0.04117108874656908,0.958828911253431,0.9538834951456311,0.7991713380453327,0.9578357299536924,0.9578357299536924,1.065649253620383,0.09221826416030388,0.17811455991384514,0.9009059465027195,0.9116805829664671,0.14095492660999298,4103,824,5.273799299918021,0.7832255792529393,0.6619592651977938,0.8749609834186168,0.2008286619546673,0.8324690187402,15.569659801417679,0.9538834951456311,0.6876576052922494,0.958828911253431,False,90.0
a634c1014744,0.0,3000,5,32,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,3,9441,504.8294419130034,1,0.11594202898550725,0.05616605616605617,0.9438339438339438,0.8840579710144928,0.7982456140350878,0.9317738791423001,0.9317738791423001,2.40535503262804,0.1381167633108149,0.5738139746902126,0.6861993640186653,0.7926707844029406,0.6848292350769043,1026,207,12.156543818116301,0.35494788104079833,0.5689152476653943,0.5100925563171493,0.20175438596491227,0.4853034631164793,30.327454695012374,0.8840579710144928,0.6201736054817589,0.9438339438339438,0.06326034063260341,0.04602255409935995,0.95397744590064,0.9367396593673966,0.7996587862539605,0.950524006824275,0.950524006824275,1.2424166896982847,0.10387466639145371,0.20893497498681832,0.8835251401210368,0.9279409261704394,0.16594000160694122,4103,822,6.097422582418865,0.8067726186438771,0.7471410376518884,0.8561717847712914,0.20034121374603947,0.8480964054534145,15.176900190252223,0.9367396593673966,0.7756436361973776,0.95397744590064,False,90.0
a89832d93631,0.4,3000,1,64,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,2,17793,522.4766977569961,1,0.06280193236714976,0.08302808302808302,0.9169719169719169,0.9371980676328503,0.7982456140350878,0.9210526315789473,0.9210526315789473,2.029222199356302,0.20590403193163248,0.5874567058324658,0.677785465851101,0.7944460282202377,0.5397937893867493,1026,207,7.964796519620048,0.42714653229076294,0.4872633318120293,0.5552936282701363,0.20175438596491227,0.5493957584023621,23.763863190343844,0.9371980676328503,0.528980949474665,0.9169719169719169,0.027980535279805353,0.06187138067662298,0.938128619323377,0.9720194647201946,0.7996587862539605,0.9449183524250548,0.9449183524250548,1.6072842647959238,0.1371234163129027,0.3028625180520088,0.8312924978478846,0.8565628481069633,0.2635946273803711,4103,822,7.792934649989839,0.5548154147135185,0.4951326490605425,0.6915357579398159,0.20034121374603947,0.6483005823123926,24.088445576468736,0.9720194647201946,0.5290379029188738,0.938128619323377,False,90.0
a89832d93631,0.4,3000,2,64,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4103,2,17793,530.5605971990008,1,0.09223300970873786,0.06707317073170732,0.9329268292682927,0.9077669902912622,0.7992202729044834,0.9278752436647173,0.9278752436647173,2.3343272649402875,0.1607664403408271,0.5400006093602912,0.6984949964003615,0.8123415788974345,0.5551745891571045,1026,206,11.00741604396071,0.46202769997315074,0.46819369878180617,0.5814323393640397,0.20077972709551656,0.5709901959843203,26.366083979309536,0.9077669902912622,0.5164922169491418,0.9329268292682927,0.03523693803159174,0.058231707317073174,0.9417682926829268,0.9647630619684082,0.7994150621496466,0.9463806970509383,0.9463806970509383,1.7571165279522916,0.12875780381119928,0.29121658915339316,0.8385037924664362,0.8784292989420058,0.24727682769298553,4103,823,8.843002201460074,0.5839800805479196,0.5335588767110773,0.7007624753846894,0.2005849378503534,0.6746261147004349,22.51550176001252,0.9647630619684082,0.5744695215450935,0.9417682926829268,False,90.0
a89832d93631,0.4,3000,3,64,t2m_mean+d2m_mean+tp_sum,t2m_mean_znorm; d2m_mean_znorm; tp_sum_znorm; p1zn; p2zn,grid,2,WMSLE,4104,2,17793,508.94241391100513,1,0.10784313725490197,0.06942752740560293,0.9305724725943971,0.8921568627450981,0.8009756097560976,0.9229268292682927,0.9229268292682927,2.5417457504045533,0.1770450027656812,0.6022625482247225,0.6551897419509582,0.7889479111282295,0.6060007214546204,1025,204,12.072039066750008,0.32355265750797846,0.3965002477823381,0.48110374934505,0.19902439024390245,0.4767561514318537,24.273796896021686,0.8921568627450981,0.4649232122731329,0.9305724725943971,0.03151515151515152,0.058859408356206164,0.9411405916437938,0.9684848484848485,0.7989766081871345,0.9466374269005848,0.9466374269005848,1.902759071569533,0.13867073136318198,0.31112845455929516,0.8285113881161005,0.8961731591726242,0.2569597363471985,4104,825,9.209007027159672,0.6335964308611204,0.5816474165296999,0.7241965822742632,0.2010233918128655,0.7078076211873929,22.164242334033762,0.9684848484848485,0.6217362335408656,0.9411405916437938,False,90.0
